"Performance Detail Submission: ID","Parent Submission: Date of Submission","Parent Submission: Company/Institution Name","Parent Submission: Submission Title","Parent Submission: Disease Target","Parent Submission: Stage of Development","Parent Submission: Country of Manufacturer","Parent Submission: Region","Parent Submission: Website","Parent Submission: Regulatory Approval","Clinical Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Clinical Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Parent Submission: Type of Technology","Parent Submission: Assay Target","Parent Submission: Target Analyte(s)","Parent Submission: Technology principle","Parent Submission: Test Format","Parent Submission: Instrument requirement","Parent Submission: Level of automation","Parent Submission: Lab vs. POC","Parent Submission: Self-testing/Self-Collection","Parent Submission: Validated Sample Types","Parent Submission: Time to results excl sample prep (mins)","Parent Submission: Connectivity Solution","FIND Evaluation","Parent Submission: Impact of SARS-COV-2 Beta variant","Parent Submission: Impact of SARS-COV-2 Alpha variant","Parent Submission: Impact of SARS-COV-2 Gamma variant","Parent Submission: Impact of SARS-COV-2 Delta+ variant","Parent Submission: Impact of SARS-COV-2 Delta variant","Parent Submission: Impact of SARS-COV-2 Omicron variant","Parent Submission: S gene dropout","Parent Submission: SARS-CoV-2 variant(s)","Parent Submission: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Parent Submission: Is this a variant detection test?","Parent Submission: Revoked/Not Approved By"
"a266900000A9wK2","21.06.2021","Labx Corp ( Design & Development)/Beijing LEPU Medical TEchnology Co. ltd.","ARIA integrated SELFTEST KIT(iSTK)","SARS-CoV-2","Regulatory Achieved","Philippines","Western Pacific","https://www.labx.asia","CE-IVD; Philippines FDA; Germany BfArM","95.90","90.80","98.20","100.00","96.30","100.00","Immunoassay","Antigen","Other","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Mid-turbinate swab","15.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w97","08.03.2021","Laipac Technology Inc.","LooK SPOT 2","SARS-CoV-2","Regulatory Achieved","Canada","Americas","","CE-IVD","97.37","86.10","99.93","98.25","90.61","99.96","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Automated (excluding sample preparation)","True Point of Care","Intended for professional use only","Nasal swab","1.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w7x","07.03.2021","Laipac Technology Inc.","LooK SPOT","SARS-CoV-2","Regulatory Achieved","Canada","Americas","https://www.laipac.com","CE-IVD; Germany BfArM; Other","97.37","86.10","99.93","98.25","90.61","99.96","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","8.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w8t","08.03.2021","Lansion Biotechnology Co., ltd.","COVID-19 Antigen Test Kit (Dry Fluorescence Immunoassay)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://en.lansionbio.com/","CE-IVD","100.00","","","100.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QGv","","Lansion Biotechnology Co., ltd.","COVID-19 Antigen Test Kit (DryColorLatex Immunoassay)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.lansionbio.com/","CE-IVD","96.00","","","99.90","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B3llS","23.02.2022","Lansion Biotechnology Co., ltd.","COVID-19 Antigen Test Kit (Dry Fluorescence Immunoassay) (self-testing)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://en.lansionbio.com/","CE-IVD","100.00","","","100.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wE7","06.04.2021","Leadgene Biomedical, Inc.","Leadgene SARS/SARS-CoV-2 Antigen Rapid Test Kit","SARS-CoV-2","Research Use Only (RUO)","Taiwan, Republic of China","Western Pacific","https://leadgenebio.com","None","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Other","15.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QK0","","Lifecosm Biotech Limited","LifecosmTM COVID-19 Antigen Rapid Test Cassette","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.lifecosm.com","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000BF4d0","25.04.2022","Lightdeck","COVID-19 Total Antigen Test","SARS-CoV-2","Research Use Only (RUO)","United States","Americas","https://lightdeckdx.com/","","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Cartridge-based processing","A proprietary/new instrument is required","","True Point of Care","Intended for professional use only","Nasal swab","5.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QGw","","Liming Bio-Products Co., Ltd","COVID-19 Antigen Rapid Test Device","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.limingbio.com/","CE-IVD","93.10","","","100.00","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Oropharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wFe","04.05.2021","Linkcare Health Services, SL","Linkcare Bioscreening SARS-CoV-2 Antigen Rapid Test","SARS-CoV-2","Regulatory Achieved","Spain","Europe","https://www.linkcare.es","CE-IVD","100.00","91.78","100.00","99.04","95.00","99.98","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Automated (excluding sample preparation)","True Point of Care","Intended for professional use only","Nasal swab","15.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wE8","06.04.2021","LIONEX Diagnostics & Therapeutics GmbH","COVID-19 Ag Rapid Test","SARS-CoV-2","Regulatory Achieved","Germany","Europe","http://www.lionex.de","CE-IVD","94.44","88.89","97.74","98.28","93.91","99.79","Immunoassay","Antigen","S-protein S1","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AfG9o","06.10.2021","Lomina AG","Lomina SARS-CoV-2 Antigen LTX Test","SARS-CoV-2","Regulatory Achieved","Czech Republic","Europe","https://lomina.ch","CE-IVD","94.17","87.75","97.83","100.00","98.54","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","No","No","Impact (analytical/clinical studies)","Impact (analytical/clinical studies)","Impact (analytical/clinical studies)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wEA","06.04.2021","Lomina AG","COVID-19 Antigen Rapid Test Device","SARS-CoV-2","Regulatory Achieved","Switzerland","Europe","https://lomina.ch","CE-IVD","90.37","85.21","94.10","97.10","95.26","98.37","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Oropharyngeal swab","15.00","Unknown","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QGx","","Lomina AG","Lomina SARS-CoV-2 Antigen LTX test (saliva)","SARS-CoV-2","Regulatory Achieved","Switzerland","Europe","www.lomina.ch","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009yV2f","25.08.2021","Lomina AG","SARS-CoV-2 N-Protein Antigen Rapid Test","SARS-CoV-2","Regulatory Achieved","Czech Republic","Europe","https://lomina.ch","CE-IVD","91.29","87.73","94.09","98.61","97.99","99.01","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Oropharyngeal swab","15.00","No","No","Impact (analytical/clinical studies)","Impact (analytical/clinical studies)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2le5","02.02.2022","LSI Medience Corporation","PRORAST SARS-CoV-2 Ag","SARS-CoV-2","Regulatory Achieved","Japan","Western Pacific","https://www.medience.co.jp/english/","Japan MHLW","","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Unknown","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QGy","","LT Biotech JSC","COVID19AgLTFLOW","SARS-CoV-2","Regulatory Achieved","Lithuania","Europe","www.ltbiotech.lt","CE-IVD","95.01","","","99.52","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AxC4p","11.01.2022","LUCA AICELL, INC.","LUCA NK COVID-19 Ag NP LLB","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","CE-IVD","95.00","86.30","98.30","100.00","96.00","100.00","Immunoassay","Antigen","N-protein; S-protein RBD","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","10.00","No","","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AxCEV","11.01.2022","LUCA AICELL, INC.","LUCA NK COVID-19 Ag Nasal LLB","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","CE-IVD","95.00","86.30","98.30","100.00","96.00","100.00","Immunoassay","Antigen","N-protein; S-protein RBD","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","10.00","No","","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AxBwR","11.01.2022","LUCA AICELL, INC.","LUCA NK COVID-19 Ag LLB","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","CE-IVD","95.00","86.30","98.30","100.00","96.00","100.00","Immunoassay","Antigen","N-protein; S-protein RBD","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab; Saliva","10.00","No","","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AxCAi","11.01.2022","LUCA AICELL, INC.","LUCA NK COVID-19 Ag Saliva LLB","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","CE-IVD","95.00","86.30","98.30","100.00","96.00","100.00","Immunoassay","Antigen","N-protein; S-protein RBD","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","10.00","No","","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
